path,key,zh,en,pt,th,vi,ko
src/locales/lang/business,business.cryptocurrency_currency,加密货币,Encrypted currency,Cripto,สกุลเงินดิจิทัล,Tiền điện tử,
src/locales/lang/business,business.current,当前,current,,,Hiện tại,
src/locales/lang/business,business.current_1,的直属下级人数,Number of Direct subordinates,,,Số lượng cấp dưới trực tiếp,
src/locales/lang/business,business.current_10,锁定后不会被,"Once it's locked, it will not be",,,Sau khóa sẽ không ,
src/locales/lang/business,business.current_11,一键发放,One click distribution,,,Phát hành bằng một cú nhấp chuột,
src/locales/lang/business,business.current_12,所操作，只能,"All operation, only can",,,Tất cả thao tác chỉ được,
src/locales/lang/business,business.current_13,单笔发放,Single distribution,,,Phát hành một lần,
src/locales/lang/business,business.current_2,除直属外的其他下级总人数,Total of subordinates excluding direct subordinates,,,Tổng số cấp dưới trừ cấp dưới trực tiếp,
src/locales/lang/business,business.current_3,需要结算给当前,Must be settled for current,,,Cần phải giải quyết hiện tại,
src/locales/lang/business,business.current_4,的总佣金,Total commission,,,Tổng hoa hồng,
src/locales/lang/business,business.current_5,当前代理,Current agent,,,Đại lý hiện tại,
src/locales/lang/business,business.current_6,的直属产生的佣金,Commissions of direct subordinate,,,Hoa hồng được tạo ra bởi các cấp dưới trực tiếp,
src/locales/lang/business,business.current_7,其他下级产生的佣金,Commissions of other subordinate,,,Hoa hồng do cấp dưới khác tạo ra,
src/locales/lang/business,business.current_8,代理线,Agent line,,,Đường dây đại lý,
src/locales/lang/business,business.current_9,所有的业绩,All performance,,,Tất cả thành tích ,
src/locales/lang/business,business.game_bz,游戏币种,Game Currency,,,Tiền tệ game,
src/locales/lang/business,business.no_verified,未验证,Unverified,,,Chưa xác minh,
src/locales/lang/business,business.official_app,APK地址,APK address,,,Địa chỉ APK,
src/locales/lang/business,business.password_1,原密码,Original Password,,,Mật khẩu gốc,
src/locales/lang/business,business.password_2,请输入原密码,Please enter Original password,,,Vui lòng nhập mật khẩu gốc,
src/locales/lang/business,business.password_3,原密码不正确,Original password is incorrect,,,Mật khẩu gốc không chính xác,
src/locales/lang/business,business.password_4,请输入新密码,Please enter new password,,,Vui lòng nhập mật khẩu mới,
src/locales/lang/business,business.password_5,密码无变化,No password changes,,,Không thay đổi mật khẩu,
src/locales/lang/business,business.password_6,请再次输入新密码,Please Re-enter new password,,,Vui lòng nhập lại mật khẩu mới,
src/locales/lang/business,business.password_7,新密码不一致,New password doesn't match,,,Mật khẩu mới không nhất quán,
src/locales/lang/business,business.pay_platform,代付平台,Payment Platform,,,Nền tảng thanh toán,
src/locales/lang/business,business.platform_id,平台ID,Platform ID,,,Nền tảng ID,
src/locales/lang/business,business.progress,进行中,Loading,,,Đang tiến hành,
src/locales/lang/business,business.qb_bz,钱包币种,Currency wallet,,,Ví tiền tệ,
src/locales/lang/routes/discountActivity,business.template_style,模版主题,Template theme,Tema do modelo,ธีมหลัก,Giao diện mẫu,
src/locales/lang/routes/discountActivity,business.time_limite,时间范围,Time range,Intervalo de tempo,ช่วงเวลา,Phạm vi thời gian,
src/locales/lang/routes/discountActivity,business.translation,一键翻译,One-click translation,Traduzir com um clique,คลิกแปลภาษา,Dịch bằng một nhấn,
src/locales/lang/business,business.yes_verified,已验证,Verified,,,Đã xác minh,
src/locales/lang/common,common.All,全部,All,Tudo,ทั้งหมด,Toàn bộ,
src/locales/lang/common,common.Categorize_all_games,分类全部游戏:,Categorized all games :,,,Phân loại toàn bộ trò chơi:,
src/locales/lang/common,common.Date_of_birth,出生日期,Date of birth,Data de nascimento,วันเกิด,Ngày sinh,
src/locales/lang/common,common.Designated_venue,指定场馆,Designated Game lobby,,,Chỉ định nhà cung cấp,
src/locales/lang/common,common.Drag_type_all,请将“分类全部游戏”指定游戏拖拽到此处,"Please drag and drop the designated game from ""All Game Categories"" here To display more navigation",,,"Vui lòng kéo trò chơi được chỉ định từ ""Phân loại toàn bộ trò chơi"" vào đây",
src/locales/lang/common,common.Drag_type_f,"要展示更多导航,请将“游戏分类”或“品牌类型”拖拽此处","To display more navigation, please drag ""Game Categories"" or ""Brand Type"" here",,,"Để hiển thị thêm điều hướng, hãy kéo ""Danh mục trò chơi"" hoặc ""Loại thương hiệu"" vào đây",
src/locales/lang/common,common.Drag_type_p,请选择“品牌类型”指定/全部游戏拖拽到此处,"Please select the ""Brand Type"" to drag specified/all games here",,,"Vui lòng chọn ""Loại thương hiệu"" để chỉ định/kéo tất cả trò chơi vào đây",
src/locales/lang/common,common.Dual_verification,双重验证,Two-factor authentication,Autenticação de dois fatores,การยืนยัน 2FA,Xác minh hai yếu tố,
src/locales/lang/common,common.Forced_restart,强制重启,Forced restart,Forçar reinicialização,บังคับรีเซ็ต,Bắt ​​buộc khởi động lại,
src/locales/lang/common,common.Forced_update,强制更新,Forced update,Forçar atualização,บังคับอัปเดต,Bắt buộc cập nhật,
src/locales/lang/common,common.Fund_code,资金密码,Fund password,Senha de Fundos,รหัสผ่านกองทุน,Mật khẩu quỹ,
src/locales/lang/common,common.Hall_side_sorting,大厅侧边分类,Lobby side category,,,Phân loại bên sảnh,
src/locales/lang/common,common.Increase_payment,加款,Add funds,Depositar,เติมเงิน,Thêm khoản,
src/locales/lang/common,common.Lobby_list,大厅列表,Lobby list,,,Danh sách sảnh,
src/locales/lang/common,common.Lobby_navigation,大厅导航,Lobby Navigation,,,Điều hướng sảnh,
src/locales/lang/common,common.Lobby_side,大厅侧边栏,Lobby sidebar,,,Danh mục sảnh,
src/locales/lang/common,common.Mobile_phone_number,手机号,Phone number,Número de celular,หมายเลขโทรศัพท์,Số điện thoại,
src/locales/lang/common,common.Off,关闭,Close,Fechar,ปิด,Tắt,
src/locales/lang/common,common.On,开启,Open,Abrir,เปิด,Bật,
src/locales/lang/common,common.Selective_update,选择更新,Select update,Selecionar atualização,เลือกการอัปเดต,Chọn cập nhật,
src/locales/lang/common,common.Shared_list,共用列表,Shared list,,,Danh sách chung,
src/locales/lang/common,common.Silent_update,静默更新,Silent update,Atualização silenciosa,การอัปเดตแบบเงียบ,Cập nhật im lặng,
src/locales/lang/common,common.Substantial_shareholder,大股东,Major shareholder,Principal acionista,ผู้ถือหุ้นรายใหญ่,Đại cổ đông,
src/locales/lang/common,common.addMoney,充,Recharge,Recarregar,เติมเงิน,Nạp,
src/locales/lang/common,common.agency,代理,Agent,Agente,ตัวแทน,Đại lý,
src/locales/lang/common,common.all_lang,全部语种,All language,,,Tất cả ngôn ngữ,
src/locales/lang/common,common.all_venues,全部场馆,All game lobby,,,Tất cả nhà cung cấp,
src/locales/lang/common,common.back,返回,Return,Voltar,ย้อนกลับ,Quay lại,
src/locales/lang/common,common.balance,余额,Balance,Saldo,ยอดคงเหลือ,Số dư,
src/locales/lang/common,common.betAllocation,赌注配置,Bet configuration,,,Cấu hình cược,
src/locales/lang/common,common.bind,绑定,Bind,Vincular,ผูกบัญชี,Liên kết,
src/locales/lang/common,common.cancelText,取消,Cancel,Cancelar,ยกเลิก,Hủy bỏ,
src/locales/lang/common,common.casino,娱乐城,Casino,Cassino,คาสิโน,Casino,
src/locales/lang/common,common.chooseText,请选择,Please select,"Por favor, selecione",โปรดเลือก,Vui lòng chọn,
src/locales/lang/common,common.chooseText_lang,请选择语言,Please Select a language,,,Vui lòng lựa chọn ngôn ngữ,
src/locales/lang/common,common.claims,领取次数,Number of claims,,,Số lần nhận,
src/locales/lang/common,common.closeText,关闭,Close,Fechar,ปิด,Đóng,
src/locales/lang/common,common.common_en_US,英语,English,Inglês,ภาษาอังกฤษ,Tiếng Anh,
src/locales/lang/common,common.common_hi_IN,印地语,Hindi,Hindi,ภาษาอินเดีย,Tiếng Hindi,
src/locales/lang/common,common.common_pt_BR,葡萄牙语,Portuguese,Português,ภาษาโปรตุเกส,Tiếng Bồ Đào Nha,
src/locales/lang/common,common.common_th_TH,泰语,Thai,Tailandês,ภาษาไทย,Tiếng Thái,
src/locales/lang/common,common.common_vi_VN,越南语,Vietnamese,Vietnamita,ภาษาเวียดนาม,Tiếng Việt,
src/locales/lang/common,common.common_zh_CN,中文,Chinese,Chinês,ภาษาจีน,Tiếng Trung,
src/locales/lang/common,common.confirmSave,确认保存,Confirm save,Confirmar e salvar,ยืนยันการบันทึก,Xác nhận lưu,
src/locales/lang/common,common.contentpagelist,内页列表,Inner page list,,,Danh sách bên trong,
src/locales/lang/common,common.copy,复制,Copy,Copiar,คัดลอก,Sao chép,
src/locales/lang/common,common.dark,黑暗主题,Dark theme,Tema escuro,โหมดมืด,Chủ đề màu tối,
src/locales/lang/common,common.day,日,Day,Dia,วัน,Ngày,
src/locales/lang/common,common.deduction,减款,Deduct funds,Deduzir,ปรับลดเงิน,Trừ khoản,
src/locales/lang/common,common.delText,删除,Delete,Excluir,ลบ,Xóa bỏ,
src/locales/lang/common,common.deposit_coins,充币,Recharge currency,Depositar,ฝากเหรียญ,Nạp xu,
src/locales/lang/common,common.deposit_m_1,请输入充值金额,Please enter Recharge amount,,,Vui lòng nhập số tiền nạp,
src/locales/lang/common,common.deposit_m_2,请选择充值金额,Please select recharge amount,,,Vui lòng chọn số tiền nạp,
